Other Regulatory ID;SMILES;Structural formula
3502;COc1ccc2nc3ccccc3c(N)c2c1;1.0
3503;CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccsc2)nc2ccccc12)c1ccccc1;2.66
3504;Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1;3.9
3505;C[C@H]1CN(c2nc(N3CCOCC3)c3ccc(Nc4ccccc4)nc3n2)C[C@@H](C)O1;4.12
3506;O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1;1.85
3507;COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC;3.12
3508;CNCc1cccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)c1;1.26
3509;COc1ccc(-c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2)cc1;1.55
3510;COc1ccc(-c2nc3c(NCCCNC(=O)c4ccccc4)c(Br)cnc3[nH]2)cc1;0.25
3511;C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc32)[C@H](O)[C@@H]1O;1.42
3512;O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1;2.3
3513;Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1;3.01
3514;Nc1cc(-c2ccccc2)ncn1;1.91
3515;Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1;-0.56
3516;O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl;-0.22
3517;CC(C)(C)OC(=O)N1CCN(c2cnc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1;3.4
3518;CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O;2.5
3519;COC1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1;3.52
3520;Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2F)n[nH]1;1.79
3521;COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO;3.2
3522;c1ccc(CNc2ncnc3ccccc23)cc1;3.21
3523;CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O;2.47
3524;Nc1ccc(C2(c3ccc(N)cc3)CCCCC2)cc1;3.2
3525;CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nccs2)cc1;3.86
3526;CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C;2.75
3527;CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1;3.0
3528;C[C@@](O)(C(=O)Nc1ccc(S(C)(=O)=O)cc1Cl)C(F)(F)F;2.08
3529;Clc1ccc2nsnc2c1NC1=NCCN1;0.71
3530;CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O;-0.29
3531;CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccc(F)cc3Cl)C(=O)O)cc2)n1;-0.04
3532;CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2)ccc(C(C)=O)c1O;3.1
3533;COc1cc(OC)c(S(=O)(=O)N(C)c2ccccc2)cc1NC(C)=O;1.1
3534;O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1;3.04
3535;Cc1nc(-c2ccc(CN3CCC(N(C)C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc2)no1;2.1
3536;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;2.5
3537;CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O;3.07
3538;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccn2)C1)C(C)(C)C;-0.55
3539;O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1;2.01
3540;CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1;0.31
3541;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12;3.93
3542;CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21;3.32
3543;Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;1.71
3544;COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1;3.37
3545;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21;-0.41
3546;O=C(O)c1cn(Cc2ccccc2)c2ccccc12;1.19
3547;Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1;2.83
3548;CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc2cnc(C#N)nc21;0.75
3549;CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1;1.81
3550;CNC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O;2.71
3551;CCCSc1ncccc1C(=O)NC1CCC(F)(F)CC1;2.85
3552;Cc1ccc(C(=O)C2CCN(C(=O)c3ccc(C)cc3)CC2)cc1;3.43
3553;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(CO)ccn23)n1;3.1
3554;Cc1ncc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)n1C;1.6
3555;CNc1nc(C)c(-c2nc(Nc3cccc(N4CCNCC4)c3)ncc2C#N)s1;1.9
3556;O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@H]2CN(C3CC3)CCO2)CC1;3.32
3557;CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccccc1;1.38
3558;NC1=NC(c2cccs2)Nc2cccc(F)c21;0.91
3559;C=CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O;3.62
3560;CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O;1.0
3561;c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1;3.8
3562;CCC1(c2ccccc2)NC(=O)N(C)C1=O;1.59
3563;N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1;0.45
3564;Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccccc21;1.05
3565;COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1;2.24
3566;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1;2.72
3567;Clc1cccc(Cl)c1/C(=C/n1cncn1)OC1CCCCCC1;4.1
3568;O=S(=O)(Nc1ccc2[nH]c(-c3ccc(Br)o3)nc2c1)c1ccccc1;4.38
3569;Nc1c2c(nc3c(-c4ncccn4)cccc13)CN(C1CCC1)C2=O;1.85
3570;COc1ccc(-c2c(-c3ccc(O)cc3O)n[nH]c2C)cc1;3.37
3571;CNCC[C@H](Oc1cccc2ccccc12)c1cccs1;2.09
3572;CC(c1ccccc1)N1Cc2ccccc2C1=O;3.0
3573;COc1ccc(N(C(=O)c2ccccc2)C(C)C(=O)NC2CCCC2)c(OC)c1;3.02
3574;Nc1nc(CCc2ccccc2)cc(=O)[nH]1;1.4
3575;COCCOc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;3.1
3576;Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1;3.11
3577;O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21;0.67
3578;Cc1c(NC(=O)N2CCOCC2)ccc2c1c1ccccc1n2C(C)C;3.5
3579;O=C1C(=O)c2cc(-c3ccccc3F)ccc2-c2ccccc21;2.92
3580;Cc1ccc2c(N)c(C#N)sc2n1;2.23
3581;O=S(=O)(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2c(c1)OCCO2;1.97
3582;COc1ccc(C(CNC(=O)Nc2ccccc2)N2CCN(C)CC2)cc1;1.5
3583;COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc1;3.51
3584;COc1ccc(NC(=O)c2ccc(-c3ccncc3)c(C)c2)cc1N1CCN(C)CC1;2.56
3585;CCCSc1ncccc1C(=O)N(C)C1CCCCC1;3.36
3586;CCOC(=O)c1cc2ccc(O)cc2oc1=O;1.2
3587;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC;3.67
3588;O=C(O)COc1ccc([N+](=O)[O-])cc1-c1ccccc1;-0.69
3589;CCCSc1c(C(=O)NC2CCCCC2)cnn1-c1cccc(C(=O)O)c1;0.7
3590;Nc1ncnc(Nc2ccccc2)n1;1.4
3591;NC(=O)Nc1sc(-c2ccsc2)cc1C(=O)N[C@H]1CCCNC1;1.06
3592;CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1;4.09
3593;COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O;1.64
3594;CCN1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1;2.75
3595;COc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1;1.5
3596;O=c1cc(-c2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1;1.6
3597;Cc1nc(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)[nH]c1=O;3.8
3598;O=C(COCc1ccccn1)N1CCN(c2ccc(Cl)cc2Cl)CC1;3.47
3599;Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O;0.93
3600;Cc1cccc([C@H](C)c2c[nH]cn2)c1C;2.79
3601;O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC(O)CC1;1.89
3602;COc1ccc(-n2sc3ccccc3c2=O)cc1;3.02
3603;CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1;1.33
3604;CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1;-0.82
3605;CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1;2.11
3606;Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C;2.16
3607;COc1ccc(NC(=O)c2nnc(Nc3ccccc3F)o2)cn1;3.2
3608;Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)s1;2.41
3609;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn2cc(F)ccc2n1;3.33
3610;O=C(N[C@@H](Cc1ccc(CCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl;0.51
3611;CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)NC)c3)cnc2[nH]1;2.21
3612;COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1cnc2ccc(NC(=O)CC3CCCC3)cc21;0.9
3613;N=C(N)c1cc2c(I)cccc2s1;0.74
3614;O=c1cc(-c2ccc(O)cc2)[nH]c2ccccc12;2.34
3615;CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1;2.1
3616;Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1;3.41
3617;Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2;4.2
3618;CCn1c(SCC(=O)Nc2c(C#N)cnn2-c2ccccc2)nnc1-c1cccs1;2.1
3619;Nc1ncnc2c1ncn2Cc1ccccc1;1.53
3620;CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1;2.8
3621;Cc1c(Oc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1;3.7
3622;Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1;1.91
3623;CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C(C)C)cc1;2.72
3624;CC(C)C(NC(=O)Cn1c(-c2cccc(C(=O)O)c2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F;1.2
3625;Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1;-1.02
3626;COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)CC3CCCC3)cc12;2.0
3627;CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;3.04
3628;COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1;2.18
3629;O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CC[N+](=O)[O-])CC3)c(F)cc2c1=O;0.22
3630;Cc1ccc(CN2[C@H]3CC[C@@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)s1;2.44
3631;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)ccc12;3.36
3632;COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC;3.1
3633;C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ccc(F)cn1;3.45
3634;COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=S)NCC(=O)O;-1.04
3635;COc1ccccc1CNC(=O)c1ccc2cnccc2n1;1.8
3636;CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2C;2.94
3637;CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1;2.55
3638;CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1;3.98
3639;Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(N)=O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O;1.96
3640;Nc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12;2.48
3641;O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl;4.05
3642;Nc1nccc(-c2cccs2)n1;1.75
3643;CN1CCC(C#N)(c2cccc3ccccc23)CC1;2.73
3644;COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1OC;3.4
3645;N#C/C(=C(/N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F;3.3
3646;CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1;-0.88
3647;CC[C@H](NC(=O)c1c(CS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1;3.25
3648;CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1;0.63
3649;Cc1nsc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1;1.5
3650;COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O;1.16
3651;Nc1nc(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@H](Cl)[C@H]1O;2.16
3652;COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1;0.68
3653;O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1;4.21
3654;Cc1ccn2c(NC(=O)c3ccccc3)c(-c3cccs3)nc2c1;2.87
3655;O=C1O[C@@H](COc2ccon2)CN1c1ccc(C2=CCOCC2)c(F)c1;2.61
3656;CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;2.9
3657;O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1;1.99
3658;O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1;3.2
3659;Cc1cc(NCc2ccccc2)nc2ccccc12;3.69
3660;Cc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1;0.8
3661;NC(=O)Nc1sc(-c2cc(F)cc(F)c2)cc1C(=O)N[C@H]1CCCNC1;2.18
3662;COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1;0.29
3663;Nc1ccccc1NC(=O)c1ccccn1;1.0
3664;O=C(Nc1nccs1)c1cccnc1;2.25
3665;Nc1nc(-c2ccccn2)nc(N)c1Cc1ccccc1F;2.12
3666;COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1;1.72
3667;N#Cc1cnn2c(NC3CC3)cc(-c3cccs3)nc12;2.88
3668;N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1;-0.25
3669;CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1;2.51
3670;FC(F)(F)c1nnc2ccc(N3CCCC3)nn12;2.41
3671;CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1;2.17
3672;O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1;2.19
3673;CCC(c1nc2sccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1;2.06
3674;O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1-c1ccccc1;3.4
3675;Cc1onc(CO)c1C(=O)Nc1nccs1;1.53
3676;Cc1ccnc(NCc2c(O)ccc3ccccc23)c1;4.24
3677;CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21;4.3
3678;COc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c(OC)c1;3.07
3679;CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1F;3.31
3680;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1;3.3
3681;CN[C@H]1CCN(C(=O)c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)C1;1.22
3682;Cc1cc(C)n(-c2cccc(Cl)c2C#N)n1;3.0
3683;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(F)cccc4c3C2)CC1;3.03
3684;NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1;1.5
3685;Cn1ccc2c(-c3nc(CS(C)(=O)=O)cc(N4CCOCC4)n3)cccc21;2.0
3686;Oc1nc2ccccc2nc1NCc1ccccc1;3.3
3687;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C;2.92
3688;CCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C;2.5
3689;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccc(C(=O)O)cc2)c1=O)C(=O)C(F)(F)F;0.84
3690;Cc1nc(CSc2ccc(Cl)cc2)cc(N2CCOCC2)n1;3.38
3691;Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@H](C(=O)O)CC2)nc1C(N)=O;1.3
3692;C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1;2.49
3693;Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl;1.96
3694;Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O;2.17
3695;O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1;2.0
3696;O=C(c1ccc(F)cc1)C1CCN(C(=O)NCc2ccccc2)CC1;3.15
3697;CN(C)S(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2;0.15
3698;O=C1/C(=N\O)c2ccccc2N1Cc1ccccc1[N+](=O)[O-];2.07
3699;Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1;3.9
3700;Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1;2.84
3701;Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN;0.57
3702;CCCSc1nc(N2CCOCC2)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2;3.2
3703;COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O;-0.8
3704;OC1(c2ccc(F)cc2)CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1;3.5
3705;Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1;2.42
3706;CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C;2.66
3707;CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1;3.4
3708;O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1;0.58
3709;O=C(NC1CCCCC1)N1CCN(c2ccccc2Cl)CC1;3.78
3710;COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC2C)cc1NC(C)=O;1.95
3711;CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc(C#N)cn4)CC3)c(F)c2)C(=O)O1;1.98
3712;O=C1Nc2ccc(S(=O)(=O)N3CCC[C@H]3COc3ccccc3)cc2C1=O;2.7
3713;N#Cc1cccc(-c2ccc(C3(CNC(=O)Nc4cc(Cl)cc(Cl)c4)CCN(CC4CC4)CC3)cc2)c1;3.37
3714;Oc1ccc(CCc2ccc(O)cc2)cc1;3.3
3715;CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1;2.5
3716;CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12;1.16
3717;CCCSc1ncccc1C(=O)N[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2;2.27
3718;CCCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1;1.99
3719;CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1;-0.22
3720;CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1;3.38
3721;CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O;0.75
3722;COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1;2.55
3723;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2F)C1)C1CCCCC1;2.51
3724;COc1cc(Nc2ncnc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC;3.01
3725;CCCNC(=O)c1nnc2c(-c3cnc(OC)nc3OC)cccc2c1N;3.26
3726;CN(Cc1ccc(Cl)cc1)C(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1;2.8
3727;O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccc(F)cc1;1.59
3728;O=C(Cc1ccc2c(n1)NCCC2)Nc1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1;-0.63
3729;O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1;1.71
3730;NC(=O)c1cc(-c2ccccc2)sc1N;2.7
3731;O=c1cc(O)oc2c1c(=O)n(-c1ccccc1)c1ccccc21;0.96
3732;N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc(Cl)cn1;0.99
3733;O=C(c1ccc(-c2nn[nH]n2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;1.53
3734;CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl;2.3
3735;O=C1NC(=O)c2cc(OCc3ccccc3)ccc21;3.1
3736;O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(Cl)cc2-c2ccnn2C2CNC2)cc1F;1.0
3737;Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1;4.3
3738;CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1;2.8
3739;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1;3.53
3740;C#CC[C@@H](C(=O)N[C@H](/C=C/C(=O)OCC)C[C@@H]1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O;1.75
3741;CC[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1;3.0
3742;Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@@H](N(C)C)C4)cc3)ncc2F)n1C(C)C;2.36
3743;Cc1c(-c2ccc3c(c2)OCO3)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F;2.67
3744;O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12;3.3
3745;CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2nc3cc(F)ccc3s2)CC1;2.85
3746;O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO;2.4
3747;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21;-1.1
3748;O=c1ccoc2ccccc12;1.4
3749;CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1;4.0
3750;O=C(Nc1ccccc1O)c1cc([N+](=O)[O-])ccc1Cl;2.49
3751;CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC;-0.84
